news	class
戏精还是真性情？苏醒赛后怒砸电视，过激行为遭质疑作秀。苏醒是一名非常爱看足球的人，他所支持的球队是巴萨，身为一个资深球迷，更是不愿意错过每一场有关巴萨的比赛。在近日，巴萨与利物浦的一场比赛也吸引到了非常多人的关注。但可惜的是他支持的巴萨最后没能夺冠，而是利物浦夺得了最后冠军。 或许是因为宣泄内心的不满，随后苏醒在凌晨五点的时候发文“我和所有巴萨球迷一样难过，一块电视而已，但对我来说，伤害无法言喻……”，并配上自己砸电视机的实拍视频！都说足球是圆的，这句话在苏醒支持的巴萨身上体现得淋漓尽致，热血的苏醒这两年也每次都因为比赛激动的表现上热搜，可以看出苏醒是真真正正有关注足球比赛，是真球迷。 那么苏醒的举动到底是摆拍还是所谓的真性情呢？苏醒从2007年《快乐男声》出道，星途还算比较光亮，但因前女友偷情痛打李炜的事件爆发之后，苏醒和天娱也一直在闹解约，导致后来被雪藏。在2014年，遭雪藏一周年的苏醒自组成立工作室，自嘲公司一哥，正式复出。苏醒的真性情可算给自己带来了不少的争议，他热爱足球这件事也是人尽皆知，但是拍摄如此做作的视频，还是让网友纷纷表示不解。 正因为这一次又一次的事件，所以当网友看到苏醒砸电视机的第一反应就是他在“蹭热度”。还有人质疑到“所以你把视频发出来的意义，是等着挨骂还是想让大家夸你真性情呢？”	0
在戛纳和胡歌聊了聊 关于角色、留学、影帝与未来。(文/李佩珊 图、视频/盛春）他是大家心目中温文尔雅的“梅长苏”、潇洒俊朗的“李逍遥”，但在最新电影《南方车站的聚会》中，胡歌却与过去的形象来了一个大逆转，皮肤黝黑、沧桑无助的他首次扮演反派角色，饰演一个“逃犯”。胡歌接受网易娱乐专访，分享拍摄电影时的难忘经历。在现实生活中一向风趣幽默的他直言为了投入角色，而刻意孤立自己长达六个月。胡歌是“白玉兰奖”首位80后视帝，演技一向毋庸置疑的他首次主演电影《南方车站的聚会》便入围法国戛纳电影节主竞赛单元，与布拉德·皮特、莱昂纳多·迪卡普里奥等重磅影星争夺影帝宝座，表现令人刮目相看。不过胡歌却谦虚声称是自己运气好，更把功劳归于导演刁亦男，他也表示自己从未想过可夺下影帝宝座，也从未构想过获奖感言：“我一个字都没有准备。不可能，这个事离我太遥远了。”新片班底实力雄厚，廖凡是柏林国际电影节影帝，桂纶镁是金马影后，万茜是金马最佳女配角，而导演刁亦男则也曾凭借着《白日焰火》拿下了柏林国际电影节最高奖项金熊奖，问到与这样的班底合作是更有信心还是更有压力？胡歌笑言：“当然是更有压力，我也怕自己拖后腿呀！”演活无数电视角色的胡歌谈及未来工作计划，作为影圈“新人”的他直言希望电影、电视“两边跑”，对于入围戛纳电影节，他直言希望这只是一个开始。网易娱乐：早前《南方车站的聚会》在电影节中曝光了一个片段，看到你在片中的造型充满了沧桑感，跟你本人的形象反差比较大呢，可以为我们介绍一下你的角色吗？胡歌：在不剧透的前提下来介绍我的角色，其实还蛮难的。我想关于这个角色人物的设定，他的职业和他的形象大家已经在各个采访、剧照或者相关报道里已经看到了。我可以简单讲一下这个角色在我心目中的一个形象，其实我一直把他看成是一头受伤的猛兽在黑夜中匍匐前行。网易娱乐：这也是你第一次演的反派角色。当初为什么会愿意接这个角色呢？胡歌：我就是让自己经历一次冒险。因为我不想总是处在一个安逸舒适的环境里，我想有更大的突破和挑战。而且对于我来说可能大荧幕的机会也一直很期待，然后能够得到刁亦男导演的垂青，我觉得不能够错过这样好的机会。网易娱乐：你这次为了角色会在事前做了什么准备吗？胡歌：还挺多准备的。各个方面，进组之前先是语言方面的准备，因为全程都要说武汉话，导演就事先有录了武汉话版本的台词发给我。然后还有就是他在进组前期就给我推荐了一些电影、小说，让我能够找到这个人物的感觉。当然我也有把导演以前的作品拿出来再重新重温，我也希望可以通过导演以前的作品来找到他对演员表演状态上的要求。进组以后准备和训练就更有针对性了，比如说体能方面的训练、肤色的改变、形体的改变，包括我们在武汉当地有在公安局的配合下也进行了一些人物和生活方面的体验。网易娱乐：说到肤色的改变，之前也是特别去晒灯？胡歌：对。网易娱乐：武汉话的经历特别深刻？你之前曾开玩笑说是跟老师互相折磨？胡歌：是的，我一度崩溃，我就跟老师提要求“你跟我学两句上海话吧”。在这个过程里我感觉我突然开窍了，因为我之前一直不理解，为什么我听出来是一样的，老师总是说我讲的不对，后来我发现除了发音以外、除了语调以外，其实讲方言还有一个很重要的问题就是音高的问题。当我意识到音高问题时，我觉得我的武汉话接近了、进步了。网易娱乐：这次跟另外一个主演桂纶镁合作，大家在片场中有什么难忘的回忆么？胡歌：小镁是让我非常尊敬的一个演员，因为她在现场所表现出来的敬业，甚至可以说是忘我的工作态度和精神是非常难得和少见的。包括她是整个剧组最早去到武汉，在当地甚至还租了一个小房子去深入民间体验生活，这非常的不容易。我是提前一个月进入，但她差不多提前两个多月就进组了。当我进组看到她的时候，她已经能够讲一口流利的武汉话了，而且她整个人的气质和感觉已经和我印象当中的桂纶镁完全不同。网易娱乐：那你印象中的她是怎么样的呢？胡歌：就是大家平时看到的样子啊，很美、很活泼、很有气质、很优雅。但是我进组看到的就是角色里的这个人物，是刘爱爱，不是桂纶镁。网易娱乐：那么你觉得自己最让人难忘的一幕戏是什么？胡歌：对我来说有一幕戏很重要，是因为演完之后我觉得我找到了这个人物的感觉。就是我从泥塘里爬出来，然后跑上斜坡，逃跑的一场戏。因为这场戏拍的时候非常的艰难。拍这场戏的时候我整个人都虚脱了。当时生理上的折磨也让我的情绪到达了崩溃的边缘，但是那一刻我突然感觉到这就是周泽农。网易娱乐：你这么辛苦拍这个戏，然后首部主演的电影就可以入围戛纳电影节的主竞赛单元，是不是感到特别鼓舞？可以谈一谈你的感受吗？胡歌：我觉得更多的是运气好，也特别特别感激导演。其实我觉得一部电影的成败，导演是最关键的人物，而且他本身又是编剧。所以能够来到戛纳大部分的功劳还是要归功于导演。网易娱乐：这次一起竞争戛纳影帝的还有布拉德·皮特、莱昂纳多·迪卡普里奥等重磅影星，你跟他们一起竞争有信心吗？胡歌：这个事儿我没想过。我觉得来到戛纳对我来说就是一个开始，对我来说是打开了一扇新的门。网易娱乐：有没有想过，如果得奖的话要说什么吗？胡歌：我没有想过。我一个字都没有准备。不可能，这个事离我太遥远了。网易娱乐：这次电影里面其他主演都是拿过电影的奖项，与这样的班底合作是让你更有信心还是更大压力？胡歌：当然是更大压力，我也怕自己拖后腿啊。网易娱乐：除了桂纶镁，廖凡、万莤都是上海戏剧学院毕业的学生，因为都是师兄、师姐，有特别亲切感吗？胡歌：有啊。其实跟万茜不是第一次合作了，我们之前也一起拍过。网易娱乐：大家都知道你本来就在电视界里很出彩，大家还期待你有其他影视作品时，你就低调下来还去读书。大家很好奇这个事。当时是为进电影圈做准备吗？胡歌：我就想给大家一个更大的惊喜吧。网易娱乐：接下来你是更关注在电影圈的发展还是会电视、电影两边跑呢？胡歌：两边跑。网易娱乐：看到你电影海报的造型都很赞，觉得你转型成功了。你又怎么看呢？胡歌：其实这次的成功对我来说，哎，还不知道成不成功呢，现在还不知道呢，不能这么早就说成功，对吧。还有待观众的考察。网易娱乐：但是你的形象一出来，大家都令眼相看，跟我们以前认识的胡歌都不一样。胡歌：当然准备是需要一个漫长的过程，而且的确这次演戏过程挺煎熬的对我来说，不是那么的顺利。而且要真正走入这个角色的话，要保持他的这个状态在将近半年的时间里面也真的不太容易。对我来说是一种全新创作的体验，所以结果对我来说当然也重要，可是我在过程里面已经获得了我想要获得的。网易娱乐：这么沉重一个戏，那么在片场私底下有趣事分享吗？胡歌：我这次合作当中有意识的和大家保持了一定的距离，有意识的让自己有一种孤立的感觉。网易娱乐：是你特意孤立自己吗？胡歌：对。因为为了能够把这个角色的状态一直保持和延续到杀青的那一刻。网易娱乐：但是杀青之后就可以继续？胡歌：当然。戏演完了之后我还是要回归到原来的自己嘛。网易娱乐：你觉得原来的自己是什么样的呢？胡歌：原来的自己啊，以前演戏时我会主动地跟大家打成一片，因为我觉得关系氛围融洽，在一起工作效率才会高嘛。但是这一次我完全是没有这方面。网易娱乐：你有观看今年戛纳的什么作品，有留意什么演员或导演么？胡歌：还没有。完全没时间。	0
40岁高圆圆升级当妈，赵又廷激动报喜：美好的日子迎来美好的生命。恭喜，女神高圆圆今天生下女儿，赵又廷高圆圆正式升级做父母。 要说娱乐圈里最让人羡慕的就是这一对了，两个人颜值超高不说，也是圈里低调又恩爱的典范。不作妖，不作秀，悄无声息的就官宣恋情、官宣结婚、官宣怀孕，也是最让粉丝放心的一对了。 今天中午的时候，高圆圆被爆料已经生下孩子，当时媒体求证时被经纪人以“信号不好”回复。其实看到新闻的时候，挺多人也觉得不太可能，毕竟官宣怀孕还只是上个月8号的事情，今天生子就有点太快了。但是也有一种可能，是在快生的时候报喜，那么今天生下宝宝也是有可能的。 果然，下午就在微博盼来了赵又廷的官宣。赵又廷的微博里更是难掩激动，在521这样的日子里迎来小公主对两人来说意义也更美好。 由此也让人猜测，赵又廷可能是掐着时间等孩子一出生就报喜了，而经纪人此前的“信号不好”应该是因为当时高圆圆正在待产不好回应，这样就说得通了。既然怀孕都大大方方的给大家官宣了，生下小公主也没必要刻意遮掩，还是要再给他们道一声恭喜。 虽然赵又廷的报喜微博里只用了文字，但大家已经开始讨论小公主的颜值了，不知道是会像爸爸赵又廷多一点还是像妈妈高圆圆多一点，但是相信不管是像谁颜值都会很高。 如今又完成了人生中的一件大事，期待二人早日回归拍戏啊~ 你们喜欢这两位吗？	0
从美少年到再导演的20年，吴彦祖不该只是帅的代名词。            采访、拍摄、办party，24小时不休息――可就在这听起来紧张又疲惫的工作行程里，受欧莱雅之邀来到戛纳的吴彦祖还是让芭姐整个team都兴奋不已！很难想象吧，这个红了20年的男人还是会让你在看到他的第一眼想到《美少年之恋》里的Sam            《游园惊梦》里的邢志刚            《新扎师妹》里的区海文???            20年时光过境好像对他毫无干扰，依旧笔挺，依旧温柔，依旧带着加州阳光的味道和一种从骨子里透露出的浓浓书卷气            我们聊起20年前的《特警新人类》20年前的《美少年之恋》所成就的友情            聊起那些关于香港电影的前尘与展望等等，他真诚依旧，热烈依旧，对香港电影以及电影这门艺术本身的热情依旧            20年时间，从一个美少年，变成一个荷尔蒙气息满满的真?电影人。吴彦祖像是电影上给一个时代的绚烂高光：他不止帅，他全能着铭刻一个时代的心头所爱。            1974年吴彦祖出生于美国加利福尼亚州伯克利1993年，他在俄勒冈大学攻读建筑系，次年就在Califoria Martial Art competitions中获得亚军            多年后，《漂亮的房子》里他一展神技，这个几乎是一代中国人对“帅气”的第一形容词般的男人，第一次让大家从心里感叹：真是被演戏耽误的建筑大师            1997年，吴彦祖从俄勒冈大学毕业毕业后他开始了自己的旅行：从美国到日本，再回香港看回归            看完回归后，他已经花完了自己预计拿来旅行的所有费用，就干脆听姐姐的话，在香港做起了模特            不止有老天爷赏饭吃的绝对美貌，还有神仙画画般的喷鼻血身材阿祖当了模特还没4个月，就在地铁上被香港杨凡导演一眼看中，努力说服他做他下一部戏的男主角            彼时，阿祖还以自己“没有表演经验”而多次拒绝了杨导，幸而杨凡导演不肯放弃，坚持天天给阿祖打电话做功课，才有了之后《美少年之恋》里Sam警官的绝对惊艳            很多年后，吴彦祖依然很感激杨导当年的知遇之恩和悉心照顾            说起来，《美少年之恋》时代的阿祖还没有后来情绪百转的眼神，粗粝漂亮的线条，眼神里总是天真和青涩            小鹿般的懵懂和少年感满满的深情如同一道阳光，在1998年刻进了很多人的心里            那时候风月美好，时间温柔，是少年来时最初的模样            同年，吴彦祖出演《玻璃之城》――其中，片中饰演他父亲的是当时如日中天的四大天王之一，黎明他跟张淼悦在鱼缸前凝视的眼神，至今都是芭姐的年少最爱            2002年，在萧亚轩《他和她的故事》MV里，吴彦祖再度化身芳心纵火犯，分分钟圈住无数少女心            到《新扎师妹》内地播出，区海文更是让大家第一次知道“霸道总裁爱上我”的最佳演绎该是怎样浪漫的一回事儿            毫不夸张的说，区海文就是我们小时候对言情男主和初恋梦幻的全部幻想            03年他凭主演的《妖夜回廊》被提名金马奖最佳男主04年他的《新警察故事》让“邪魅狂狷”从此不再是个贬义词！            06年的《夜宴》让太子无鸾成了一个遥远风中来的幻梦也是凭借这部片子，2007年，吴彦祖首次来到戛纳，从此与这个小城结下漫长的因缘            到《门徒》里的卧底警察，阿祖再一次突破自己的既定形象：帅气依旧，但却让人模糊遗忘了他的帅气；有型依然，但比有型更重要的是他在其中的激烈情绪和完美表达            09年窃听系列里，吴彦祖饰演的是一个很聪明但是得不到赏识的警察前两部说死就死，后一部好好种地            14年的《魔警》里他更是饰演了一个精神分裂的老警察            为了能更好的出演这个角色，吴彦祖甚至专门去找心理医生问病例，跟患者交流，以便让自己更快的进入角色            2006年，他首次执导并自己担任编剧创作个人电影处女作《四大天王》还凭此获得第26届香港金像奖新晋导演奖            2016年，为了老婆的魔兽梦，他在邓肯?琼斯的《魔兽》里出演狡猾诡诈的古尔丹            2017年，他出演功夫美剧《荒原》――平均收视率3.6M，取得美国有线平台排名第四的成绩            2018年，他带着新《古墓丽影》再度出现，20年后，男神帅气依旧，矫捷依然            等到今年，在戛纳再见吴彦祖，芭姐只觉得时光一转眼，45岁的阿祖跟他25岁的样子并没有太大的分别            除了多了故事的棱角，笑意里添上了时间给的广阔和温柔“我觉得香港电影有很多变化，跟小时候那些港片的感觉完全不一样了，有改变也好，也不能一成不变。香港片子在一个转变的过程中，可惜没有新的导演或者电影人参与到这个圈子里来。”            对香港电影，他关注并一直关注着，对中国功夫，他喜欢并一直喜欢着，是一个好演员胜过一个时代的巅峰帅哥            吴彦祖不止帅，他靠才华铭刻他最好的时代，是时代给电影和人间最好的解读和安排。            编辑助理 / Vanessa	0
被批评公共场合吸烟后，王源道歉：会承担责任并接受相应惩罚。5月21日，一则王源抽烟的消息登上热搜，在照片中王源不仅室内抽烟，而且从动作来看十分熟练自如，明显是一位“老烟枪”了。旖旎次王源也受到了网友们的指责，表示他违反了《北京市控制吸烟条例》，条例中有明文规定室内和公共场所内禁止抽烟，所以网友可能会面临200元的罚款处罚。 不仅网友们讨论，北京烟协也很快对这件事做出回应。对此北京烟协表示室内抽烟是明令禁止的行为，希望王源能正式错误，承认并且道歉，而且还要面临相应的处罚，看来这次王源逃不掉200元的罚款了。 随后，王源在个人社交媒体发布了道歉。他非常诚恳的表示，深刻反思了自己的行为，造成了不良的社会影响，感到十分的愧疚和抱歉，很抱歉自己做了一个错误的示范。而且王源还表示自己会承担相应的责任和处罚，最后还表示今后一定会注重自身言行，以此为戒，成为更好的大人。 作为童星，王源可谓是被大家看着长大的，一直真出聚光灯下，他的压力肯定会非常大，此前在参加综艺节目时还因为一首歌痛哭流涕让人心疼。如此重压之下，吸烟来缓解压力是很多明星都在做的。然而王源毕竟年纪还小，刚刚成年就吸烟，对于他的未来发展非常不好，更何况他还立志做一名音乐人，而抽烟对嗓子的伤害不必多说，优秀的音乐人应该高度自律，抽烟这件事是绝对不会碰的。 当然，现在王源年纪还小，而且已经迷途知返，公众舆论还是应该对他多一分谅解。相信王源在经历这件事后，一定会严于律己，以更好的形象出现在公众面前的。	0
成龙、巩俐给她做配，好莱坞花18亿拍片捧她，背景比景甜还强大。刚拍摄完成好莱坞新作《花木兰》，这部斥资18亿专门讲述中国故事的电影。刘亦菲一直低调地处理此事，更让人觉得她的背景深不可测。 出道就是女二，是金庸先生亲自邀请的女主角。刘亦菲的出道电视剧是《金粉世家》，这部剧让观众看打了她稚嫩的演技。然后就有了让她红遍大江南北的角色——小龙女，这个神仙姐姐的标签一直伴随她到现在，还是一代人心目中女神。 好莱坞电影女一号，成龙、李冰冰为她做配角。一部《功夫之王》让她登上国际舞台。并成为首位荣登IMDB电影新人排行榜榜首的亚洲女星，这些她也从没提起过，更让人觉得她到底有什么背景。 如今她竟然不声不响的就接拍了迪士尼的电影，要知道公主系列是迪士尼的镇家之宝，历来主演的女星都是影后级别的，比如 米娅·华希科沃斯卡、艾玛·沃特森、凯特·布兰切特、安妮·海瑟薇这种级别的女星。而如今被誉为迪士尼史上最贵的一部电影，女主角当时选角色时亚洲有3000多女星去试镜，最后竟被刘亦菲拿到。 很多人都觉得有内幕，刘亦菲怎么能这么一帆风顺。开始有网友内涵，“全靠她干爹”，“背景这么强大，演技这么差”，“别代表中国，丢人”这些评语都被用来攻击刘亦菲。但是当真是网友想的这样吗？她真的北京强大，有干爹撑腰吗？ 其实刘亦菲从小家境就很好，母亲是舞蹈世家，父亲曾是教授，现在是外交官。看现在流传出的小时候照片真的就是一个小公主。后来父母离婚，刘亦菲跟随母亲，为了让刘亦菲受到更好的教育，母亲刘晓莉便让刘亦菲从郭杨街小学退学，转赴美国继续读书。 在美国读书没几年便过又回国开始了拍电影，凭借清新脱俗的面容和小龙女的完美演绎一炮而红。而网上传的阴谋论、干爹论至今都没有直接证据。这种不实言论一直围绕着刘亦菲，让她开始远离娱乐圈，不拍戏时就是养猫，看书。这样的低调生活过了很久，而这次的迪士尼角色要求英文和打戏。就这两条就已经把太多人拒之门外了，刘亦菲自己试镜冲过了一轮又一轮得来的机会还被说成是靠关系背景，未免有些不公平。 【感谢关注，图文皆来自于网络，如有侵权，请联系删除！】	0
马景涛宣布离婚：我的爱我的婚姻画上句号。　　国华娱乐3月31日报道 凌晨在微博发布长文宣布与妻子结束10年婚姻，“我的爱我的幸福我的婚姻都将在今天画上最美好的句号。”马景涛还提到弟弟马景珊出狱，据悉当年弟弟曾二度入狱：“如今他终于重获自由。”马景涛表示一直让自己的妻女受苦。而另一边，吴佳尼的微博则无相关迹象表露。　　3月30日下午，马景涛在微博发了一篇手写长文《十年一觉愚公梦》，在文中宣布结束10年婚姻，与吴佳尼离婚。。	0
前线|章子怡戛纳红毯俏皮轻舞 获福茂献吻前线|章子怡戛纳红毯俏皮轻舞 获福茂献吻。 戛纳当地时间20日傍晚，章子怡亮相戛纳红毯。在红毯候场时，章子怡摆动双手扭动身体兴奋轻舞。在红毯尽头，戛纳艺术总监福茂主动上前扶章子怡上台阶，俩人热情拥抱，随后热聊起来。（图/盛春） 前线|《南方车站的聚会》主创亮…前线|极挑5首发阵容 热巴一枝独…前线 | 众星出席亚洲影视周红毯前线|周锐秦奋等小鲜肉同框亮相 …前线|章子怡银裙闪亮 艳压《哥斯…前线丨黄子韬＂哭诉＂新剧武打戏…前线丨众星亮相北影节闭幕式红毯“紫霞仙子”朱茵红裙现身秀冻龄…辛芷蕾一袭羽毛长裙亮相戛纳红毯王思聪台北携美女深夜狂欢 房祖…《小山河》开机 彦希搭档张铁林李易峰化身梦想家 百变造型上演…国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…前线|极挑5首发阵容 热巴一枝独…                                                                                                	1
徐静蕾霸气表白舒淇：反正我就是很爱她。在新电影《绑架者》中，选择了票房女王白百合作为她的女主角，虽然是第一次合作，但两人早在12年前就认识，并且，当时徐静蕾就认为白百合未来一定会大火。在最新一期《星月私房话》节目中，徐静蕾也一点都不掩饰对女主角白百何的欣赏，诸如“她持枪的样子很酷”“她真的非常聪明”之类的赞美之词时常不由自主地表达出来。节目中，徐静蕾还与主持人月聊起以往执导电影中的女主演，如(微博)(微信号：karenmok01)、坤，称她们未必很大众化，但都很有个性。谈及好朋友，徐静蕾更是霸气表白：“反正我就是她的‘大号’和啦啦队！” “她真的非常聪明，比如对台词的理解力，她既可以用自己的方式表现出来，还可以换不同的方式来表现，你跟她讲什么，她都挺清楚的，知道你要的是什么，而且她配音也是超级快。”不仅在节目现场徐静蕾会这样赞赏白百合，电影拍摄期间也常常挂在嘴边。“我可爱给她拍照片了，穿制服的造型很帅，持枪的样子很酷，稍微闲一下的时候，我就开始修颜色，给她加滤镜，就觉得可好看了。”徐静蕾认识白百合是在12年前，当时她创办电子杂志《开啦》，第一期的采访嘉宾就是白百合。“那个时候我就很喜欢她，她真的很有灵性，年纪其实也不大，二十出头，但就是很聪明很活，我当时就说这个女孩儿一定大火，毋庸置疑。”在徐静蕾看来，白百合并不属于漂亮的演员，但是有个性，“她不仅很有悟性，肯花时间花精力去努力做事情。”徐静蕾有些自豪地告诉王江月，一般她说谁特别，基本上还真就都可以。 “那你还说过谁呢？”王江月问，徐静蕾提到了也是由她执导的电影《有一个地方只有我们知道》中的男主演吴亦凡。“我当时给投资人看的时候，他们还说这谁啊，我说你不要觉得他是新人，他以后一定大火。”徐静蕾还透露，她看人会从这个人的教育背景、做事细节、与他人相处时的态度等很多方面来看，不仅能发现别人看不到的地方，还很乐于给她看中的人好的机会。节目中，徐静蕾说她很喜欢聪明的人，有才华的人，“在这方面我可能比较势利，因为我对他们的态度会很不一样，我会由衷地觉得他们很棒很厉害，就像前两天来录《绑架者》主题曲，她的声音特别美，情感表现力也特别强，我坐在旁边完全就是欣赏，这个才是工作中最有意思和最幸福的部分。” 遇到欣赏的女演员，徐静蕾坦言会主动表达亲近，甚至像一个粉丝去靠近人家。“就觉得好棒！”这其中，有一个代表人物就是舒淇。“她挺大气的也很善良，当然也有像她一样善良的，也有像她一样大气的，但是像她一样又大气又善良又美丽的却不多，其实她也有很小女孩的一面，有时候也会发脾气会不高兴，但是她的这些缺点也很可爱，反正我就是很爱她就是了。” 徐静蕾与舒淇是拍摄电影《伤城》时认识的，但那时她们接触不多，因为自己有点小粉丝的心态，很紧张，加上又不是快热型的，“看着她，就觉得很好看，也不知道该说些什么。所以拍这个戏时我跟她没那么熟”。徐静蕾现在也想不起来到底是哪个点让她跟舒淇走近的，“我上学的时候就看过她的戏，做了演员和创作者后，最幸运的就是可以跟她成为好朋友，一起聊天一起玩”。她更直言“反正我就是她的‘大号’和啦啦队，她的每一个戏我都愿意帮她宣传”。 做导演多年来，徐静蕾的女主角要么是自己，要么是自己欣赏的女演员，比如《杜拉拉升职记》中的莫文蔚。“她是我候非常喜欢的一个歌手，很有个性，舞台表现力和对音乐的感觉都特别棒。她也不是一个嗓子有多么好的歌手，可是她的歌就是她的歌，就让你觉得有一种属于她的独特的味道。”从莫文蔚、《有一个地方只有我们知道》中的王丽坤，到现在《绑架者》中的白百合，王江月发现，这些人都有相通的地方，有个性，自成一派，不随波逐流。“那肯定的！我喜欢的人必须要有一点个性，未必是大众化的那种。哪怕过于有个性，我都觉得挺好。因为平庸的人满街都是，而且我喜欢从别人身上看到优点，那会让我觉得你生活的周遭很美好。”。	0
继《正能量》后巫莎菲娜再出新作 《樱花》4D全息版拍摄完成。　　继《正能量》4D全息版MV和虚拟人互动演艺剧场版与观众见面之后，巫莎菲娜整装再发，又一4D全息作品《樱花》在南京拍摄完成。此次摄制，不仅运用了4D全息虚拟技术，还加入全新360°VR全景拍摄方式，成品效果值得期待。　　据《樱花》4D全息版本和360°VR全景版本拍摄导演介绍，全息技术作为一种虚拟特效影像与全息投影及图像采集智能互动技术结合而诞生的新型演艺形式，可以通过主演绎舞台及折幕互动，形成包围式的视觉冲击，营造独特的视觉体验。通过后期图像处理系统及视觉设计，还可以加入真实舞台无法实现的特效场景，让观众看到的一场完整的现场表演。而近年来颇为流行的360°视频内容，则需要使用专业的拍摄设备，并结合繁杂的后期处理工作，才能为观众带来完全沉浸式的视听体验。启迪数字天下在本次拍摄中使用了专业级的诺基亚OZO摄像机等拍摄设备，无论是画面还是音效，相比传统的360°拍摄设备都要更加优秀。　　巫莎菲娜在接受记者采访时表示：“因为有了《正能量》4D全息拍摄的经验，所以此次《樱花》的摄制可以说驾轻就熟。但360°拍摄是第一次尝试，很新鲜，也很有趣，成品效果也让人耳目一新，观众只要戴上VR眼镜，就可以看到我在您身边为您演唱《樱花》。而且创作过程中我们有考虑到歌曲和4D全息表演相结合，从服装到造型到真假人互动都是按照歌词逐句设计，MV大概年中就会和观众见面，非常值得大家期待。”　　据知情人透露，此次《樱花》拍摄是在南京电视台与启迪数字天下共同携手合作下，借由天王浮山樱花园樱花盛放之际拍摄。拍摄期间正值2017江苏句容市第四届樱花节暨2017句容全域旅游论坛举办，巫莎菲娜被邀请作为开场嘉宾演唱了填词主题曲《樱花》。同时，也正因樱花节举办，给MV的拍摄带来了难度，由于4D全息和360°VR版本都必须为全景拍摄，棚内摄制可正常进行，但游园现场人流量很大，为了保证拍摄效果和游客的游园心情，制作团队长达数在园中等待只为争取最完美的拍摄场景，即使大汗淋漓饥肠辘辘却依然坚持完成每一个环节。正是这种敬业和追求，才使得《樱花》4D全息版本和360°VR全景版本最终圆满拍摄成功。　　有大量科技元素的加入，使得《樱花》以一种全新的艺术形式呈现，4D全息和360°VR两个版本的创作也将会带给观众焕然一新的观赏体验，期待巫莎菲娜能带给我们更多视觉享受。	0
CP感爆棚！胡歌桂纶镁甜笑对视CP感爆棚！胡歌桂纶镁甜笑对视。 当地时间2019年5月19日，戛纳，第72届戛纳国际电影节，“主竞赛”单元影片《南方车站的聚会》（The Wild Goose Lake）举行室外发布会 。导演刁亦男携胡歌、廖凡齐穿正装亮相，西装革履彰显绅士风范。桂纶镁穿印花白纱裙仙气飘飘，优雅而不失灵动，与胡歌甜笑对视CP感爆棚。万茜全白look简洁干练，回眸甜笑送飞吻，风情万种明艳可人。廖凡、刁亦男还现场上演“直男式”捧脸杀，可爱十足尽显反差萌。 《南方车站的聚会》剧组在戛纳举…杨超越代言大话西游 小龙女造型…章子怡一袭玫红长裙现身 优雅端庄范冰冰旗下小花彭小苒现身 穿裙…准阔太奚梦瑶化浓妆不敢认 高贵…女明星中的一股清流！沈月的腿怎…韩雪未受“假唱”风波影响 现身…毕滢被偶遇 手舞足蹈和人热聊心…杨超越染绿发扮潮 狂拨发似梅超风萧蔷穿包臀裙狂凹造型 年过半百…何穗穿抹胸裙走红毯 扭成S型卖力…关晓彤红毯再秀香肩 同框奚梦瑶…国际儿童失踪日：3招教会孩子保护…教你做个美味早餐热狗肠菠菜卷，一…杨超越代言大话西游 小龙女造型…                                                                                                	1
